company,Year,Есть ли RAEX/RSPP/NKR рейтинг у компании?,Источник
севернефтегазпром,20,TRUE,Новости
севернефтегазпром,21,TRUE,Новости
северсталь,16,TRUE,Новости
северсталь,17,TRUE,Новости
сегежа,17,TRUE,Новости
сетевая компания,20,TRUE,Новости
сетевая компания,21,TRUE,Новости
сеть гипермаркетов лента,21,FALSE,Новости
сибур холдинг,16,TRUE,Новости
сибур холдинг,17,TRUE,Новости
сибур-холдинг,20,TRUE,Новости
силовые машины,20,TRUE,Новости
силовые машины,21,TRUE,Новости
силовые машины,22,TRUE,Новости
силовые машины,23,TRUE,Новости
силовые машины,24,TRUE,Новости
синара,21,TRUE,Новости
синарастройкомплект,20,TRUE,Новости
ситибанк,20,TRUE,Новости
ситидрайв,20,TRUE,Новости
ситидрайв,21,TRUE,Новости
ситидрайв,22,TRUE,Новости
ситидрайв,23,TRUE,Новости
ситидрайв,24,TRUE,Новости
ситроникс,20,TRUE,Новости
ситроникс,21,TRUE,Новости
ситроникс,22,TRUE,Новости
ситроникс,23,TRUE,Новости
ситроникс,24,TRUE,Новости
ск псп,20,TRUE,Новости
ск псп,21,TRUE,Новости
ск псп,22,TRUE,Новости
ск псп,23,TRUE,Новости
ск псп,24,TRUE,Новости
сладкая жизнь плюс,22,TRUE,Новости
сладкая жизнь плюс,24,TRUE,Новости
спб гку организатор перевозок,20,TRUE,Новости
спб гку организатор перевозок,21,TRUE,Новости
спб гку организатор перевозок,22,TRUE,Новости
спб гку организатор перевозок,23,TRUE,Новости
спб гку организатор перевозок,24,TRUE,Новости
спб гуп горэлектротранс,20,TRUE,Новости
спб гуп горэлектротранс,21,TRUE,Новости
спб гуп горэлектротранс,22,TRUE,Новости
спб гуп горэлектротранс,23,TRUE,Новости
спб гуп горэлектротранс,24,TRUE,Новости
спк,20,TRUE,Новости
спк,21,TRUE,Новости
спк,22,TRUE,Новости
спк,23,TRUE,Новости
спк,24,TRUE,Новости
стройсервис,20,TRUE,Новости
стройсервис,21,TRUE,Новости
строительных компаний возрождение,20,TRUE,Новости
строительных компаний возрождение,21,TRUE,Новости
строительных компаний возрождение,22,TRUE,Новости
строительных компаний возрождение,23,TRUE,Новости
строительных компаний возрождение,24,TRUE,Новости
сургутнефтегаз,16,TRUE,Новости
сургутнефтегаз,17,TRUE,Новости
суэк,16,TRUE,Новости
суэк,17,TRUE,Новости
схк,20,TRUE,Новости
схк,21,TRUE,Новости
сэтл  и петербургской недвижимости,20,TRUE,Новости
сэтл  и петербургской недвижимости,21,TRUE,Новости
сэтл  и петербургской недвижимости,22,TRUE,Новости
сэтл  и петербургской недвижимости,23,TRUE,Новости
сэтл  и петербургской недвижимости,24,TRUE,Новости
т плюс,17,TRUE,Новости
татнефть,16,TRUE,Новости
татнефть,17,TRUE,Новости
татнефть,18,TRUE,Новости
татнефть,19,TRUE,Новости
татнефть,20,FALSE,Новости
татнефть,21,FALSE,Новости
тд электротехмонтаж,22,TRUE,Новости
теле2,20,TRUE,Новости
теле2,21,TRUE,Новости
теле2,22,TRUE,Новости
теле2,23,TRUE,Новости
теле2,24,TRUE,Новости
теремок,20,TRUE,Новости
теремок,21,TRUE,Новости
теремок,22,TRUE,Новости
теремок,23,TRUE,Новости
теремок,24,TRUE,Новости
технониколь,20,TRUE,Новости
технониколь,21,TRUE,Новости
технониколь,22,TRUE,Новости
технониколь,23,FALSE,Новости
технониколь,24,TRUE,Новости
тк мс-трейд,20,TRUE,Новости
тк мс-трейд,21,TRUE,Новости
тк мс-трейд,22,TRUE,Новости
тк мс-трейд,23,TRUE,Новости
тк мс-трейд,24,TRUE,Новости
тмк,17,TRUE,Новости
трансконтейнер,19,TRUE,Новости
трансконтейнер,21,TRUE,Новости
трансмашхолдинг,21,TRUE,Новости
транснефть,16,TRUE,Новости
транснефть,17,TRUE,Новости
транспак,20,TRUE,Новости
транспак,21,TRUE,Новости
транспак,22,TRUE,Новости
транспак,23,TRUE,Новости
транспак,24,TRUE,Новости
транспортные системы,20,TRUE,Новости
транспортные системы,21,TRUE,Новости
транспортные системы,22,TRUE,Новости
транспортные системы,23,TRUE,Новости
транспортные системы,24,TRUE,Новости
тренд,22,TRUE,Новости
тренд,23,TRUE,Новости
тренд,24,TRUE,Новости
третий парк,20,TRUE,Новости
третий парк,21,TRUE,Новости
третий парк,22,TRUE,Новости
третий парк,23,TRUE,Новости
третий парк,24,TRUE,Новости
трц галерея,20,TRUE,Новости
трц галерея,21,TRUE,Новости
трц галерея,22,TRUE,Новости
трц галерея,23,TRUE,Новости
трц галерея,24,TRUE,Новости
тэк спб,20,TRUE,Новости
тэк спб,21,TRUE,Новости
тэк спб,22,TRUE,Новости
тэк спб,23,TRUE,Новости
тэк спб,24,TRUE,Новости
укооло,20,TRUE,Новости
укооло,21,TRUE,Новости
укооло,22,TRUE,Новости
укооло,23,TRUE,Новости
укооло,24,TRUE,Новости
улыбка радуги,20,TRUE,Новости
улыбка радуги,21,TRUE,Новости
улыбка радуги,22,TRUE,Новости
улыбка радуги,23,TRUE,Новости
улыбка радуги,24,TRUE,Новости
уралкалий,16,TRUE,Новости
уралкалий,17,TRUE,Новости
уральский_электрохимический_комбинат,21,TRUE,Новости
фармасинтез-норд,20,TRUE,Новости
фармасинтез-норд,21,TRUE,Новости
фармасинтез-норд,22,TRUE,Новости
фармасинтез-норд,23,TRUE,Новости
фармасинтез-норд,24,TRUE,Новости
фгк,17,TRUE,Новости
федеральная_пассажирская_компания,20,TRUE,Новости
федеральная_пассажирская_компания,21,TRUE,Новости
филип моррис ижора,24,TRUE,Новости
филип моррис интернэшнл в россии,16,TRUE,Новости
филип моррис интернэшнл в россии,17,TRUE,Новости
филип моррис интернэшнл в россии,19,TRUE,Новости
филип моррис интернэшнл в россии,20,FALSE,Новости
филип_моррис_интернэшнл_в_россии,20,TRUE,Новости
финансовый консалтинг,24,TRUE,Новости
фосагро,16,TRUE,Новости
фосагро,17,TRUE,Новости
фск еэс,16,TRUE,Новости
фск еэс,17,TRUE,Новости
х5 (вятерочка,20,TRUE,Новости
х5 (вятерочка,21,TRUE,Новости
х5 (вятерочка,22,TRUE,Новости
х5 (вятерочка,23,TRUE,Новости
х5 (вятерочка,24,TRUE,Новости
х5 (пятерочка,20,TRUE,Новости
х5 (пятерочка,21,TRUE,Новости
х5 (пятерочка,22,TRUE,Новости
х5 (пятерочка,23,TRUE,Новости
х5 (пятерочка,24,TRUE,Новости
холдинг сенатор,20,TRUE,Новости
холдинг сенатор,21,TRUE,Новости
холдинг сенатор,22,TRUE,Новости
холдинг сенатор,23,TRUE,Новости
холдинг сенатор,24,TRUE,Новости
центр корпоративной медицины,20,TRUE,Новости
центр корпоративной медицины,22,TRUE,Новости
центр-инвест,16,TRUE,Новости
центр-инвест,18,TRUE,Новости
центр-инвест,19,TRUE,Новости
центр-инвест,20,TRUE,Новости
центр-инвест,21,FALSE,Новости
центр-инвест,22,TRUE,Новости
цитомед,20,TRUE,Новости
цитомед,21,TRUE,Новости
цитомед,22,TRUE,Новости
цитомед,23,TRUE,Новости
цитомед,24,TRUE,Новости
челябинский трубопрокатный завод,19,TRUE,Новости
челябинский трубопрокатный завод,20,TRUE,Новости
черкизово,20,TRUE,Новости
шереметьево,23,TRUE,Новости
шок.ф. конфаэль,20,TRUE,Новости
шок.ф. конфаэль,21,TRUE,Новости
шок.ф. конфаэль,22,TRUE,Новости
шок.ф. конфаэль,23,TRUE,Новости
шок.ф. конфаэль,24,TRUE,Новости
эко лэнд,20,TRUE,Новости
эко лэнд,21,TRUE,Новости
эко лэнд,22,TRUE,Новости
эко лэнд,23,TRUE,Новости
эко лэнд,24,TRUE,Новости
экопрофхим,20,TRUE,Новости
экопрофхим,21,TRUE,Новости
экопрофхим,22,TRUE,Новости
экопрофхим,23,TRUE,Новости
экопрофхим,24,TRUE,Новости
электроприбор,20,TRUE,Новости
электроприбор,21,TRUE,Новости
электроприбор,22,TRUE,Новости
электроприбор,23,TRUE,Новости
электроприбор,24,TRUE,Новости
энел россия,16,TRUE,Новости
энел россия,17,TRUE,Новости
эсэфай,21,TRUE,Новости
эталон,17,TRUE,Новости
юникосметик,20,TRUE,Новости
юникосметик,21,TRUE,Новости
юникосметик,22,TRUE,Новости
юникосметик,23,TRUE,Новости
юникосметик,24,TRUE,Новости
юнипро,16,TRUE,Новости
юнипро,17,TRUE,Новости
ямал спг,20,TRUE,Новости
ямал спг,21,TRUE,Новости
ятэк,20,TRUE,Новости
ятэк,21,TRUE,Новости
biocad,-,TRUE,Веб-сайты
docrobot,-,TRUE,Веб-сайты
etalon,-,TRUE,Веб-сайты
evraz plc,-,TRUE,Веб-сайты
gv gold,-,TRUE,Веб-сайты
highland gold mining,-,TRUE,Веб-сайты
positive technologies,-,TRUE,Веб-сайты
qiwi,-,FALSE,Веб-сайты
real profit,-,TRUE,Веб-сайты
ros agro plc,-,TRUE,Веб-сайты
s7 airlines,-,TRUE,Веб-сайты
x5,-,FALSE,Веб-сайты
x5 retail,-,TRUE,Веб-сайты
а илим,-,TRUE,Веб-сайты
а_компаний_детский_мир,-,TRUE,Веб-сайты
аб инбев эфес,-,TRUE,Веб-сайты
аб россия,-,TRUE,Веб-сайты
абсолют,-,TRUE,Веб-сайты
абсолют трейд,-,TRUE,Веб-сайты
автофинанс,-,TRUE,Веб-сайты
агентство_социальной_информации,-,TRUE,Веб-сайты
агроаспект,-,TRUE,Веб-сайты
агропродукт,-,TRUE,Веб-сайты
агрохолдинг степь,-,TRUE,Веб-сайты
азбука вкуса,-,TRUE,Веб-сайты
компаний азот,-,TRUE,Веб-сайты
ак уральские авиалинии,-,TRUE,Веб-сайты
акб ак барс,-,TRUE,Веб-сайты
акрон,-,TRUE,Веб-сайты
алмазэргиэнбанк,-,TRUE,Веб-сайты
алтай-кокс,-,TRUE,Веб-сайты
альбион-2002,-,TRUE,Веб-сайты
альфа-м,-,TRUE,Веб-сайты
анк башнефть,-,TRUE,Веб-сайты
арктикгаз,-,TRUE,Веб-сайты
ати,-,TRUE,Веб-сайты
атлас,-,TRUE,Веб-сайты
атомэнергопром,-,TRUE,Веб-сайты
афк система1143,-,TRUE,Веб-сайты
ашан,-,TRUE,Веб-сайты
ашинский металлургический завод,-,TRUE,Веб-сайты
байер,-,TRUE,Веб-сайты
банкнота,-,TRUE,Веб-сайты
барс,-,FALSE,Веб-сайты
башкирская содовая компания,-,TRUE,Веб-сайты
белкамнефть,-,TRUE,Веб-сайты
беркс,-,TRUE,Веб-сайты
библио-глобус туроператор,-,TRUE,Веб-сайты
бк пари,-,TRUE,Веб-сайты
брл,-,TRUE,Веб-сайты
брусника,-,TRUE,Веб-сайты
бф система,-,TRUE,Веб-сайты
вад,-,TRUE,Веб-сайты
вайлдберриз,-,TRUE,Веб-сайты
вбд,-,TRUE,Веб-сайты
вбрр,-,TRUE,Веб-сайты
велес актив,-,TRUE,Веб-сайты
виктория,-,TRUE,Веб-сайты
вк,-,TRUE,Веб-сайты
высочайший,-,TRUE,Веб-сайты
газ,-,TRUE,Веб-сайты
гбуз то обсмэ,-,TRUE,Веб-сайты
гдг,-,TRUE,Веб-сайты
гк екс,-,TRUE,Веб-сайты
гкс,-,TRUE,Веб-сайты
гмк норильский никель,-,TRUE,Веб-сайты
гнц нииар,-,TRUE,Веб-сайты
голд стрим,-,TRUE,Веб-сайты
горизонт,-,TRUE,Веб-сайты
госкорпорация росатом,-,TRUE,Веб-сайты
гсп-инвестиции,-,TRUE,Веб-сайты
данафлекс,-,TRUE,Веб-сайты
дбо,-,FALSE,Веб-сайты
дело,-,TRUE,Веб-сайты
деметра трейдинг,-,TRUE,Веб-сайты
детский мир,-,TRUE,Веб-сайты
дж.т.и. россия,-,TRUE,Веб-сайты
джили-моторс,-,TRUE,Веб-сайты
дм,-,TRUE,Веб-сайты
дом,-,TRUE,Веб-сайты
дэк,-,TRUE,Веб-сайты
евраз,-,FALSE,Веб-сайты
евраз маркет,-,TRUE,Веб-сайты
евротранс,-,TRUE,Веб-сайты
екатеринбург яблоко,-,TRUE,Веб-сайты
зарубежнефть,-,TRUE,Веб-сайты
золоторудная компания павлик,-,TRUE,Веб-сайты
изтт,-,TRUE,Веб-сайты
ик регион,-,TRUE,Веб-сайты
ик русс-инвест,-,TRUE,Веб-сайты
инарктика,-,TRUE,Веб-сайты
интер рао-электрогенерация,-,TRUE,Веб-сайты
интернет решения,-,TRUE,Веб-сайты
казаньоргсинтез,-,TRUE,Веб-сайты
калининградский_янтарный_комбинат,-,TRUE,Веб-сайты
каустик,-,TRUE,Веб-сайты
квадра,-,TRUE,Веб-сайты
киви,-,TRUE,Веб-сайты
ключавто автомобили с пробегом,-,TRUE,Веб-сайты
кокс,-,FALSE,Веб-сайты
коммерческая_недвижимость_фпк_гарант_инвест,-,TRUE,Веб-сайты
компаний петропавловск,-,FALSE,Веб-сайты
компания сим-авто,-,TRUE,Веб-сайты
комус,-,TRUE,Веб-сайты
конфиденция,-,TRUE,Веб-сайты
концерн росэнергоатом,-,TRUE,Веб-сайты
кордиант,-,TRUE,Веб-сайты
красноярский завод цветных металлов имени в.н. гулидова,-,TRUE,Веб-сайты
красцветмет,-,TRUE,Веб-сайты
кузбассразрезуголь,-,FALSE,Веб-сайты
куйбышевкомпаний азот,-,TRUE,Веб-сайты
купишуз,-,TRUE,Веб-сайты
кц,-,TRUE,Веб-сайты
лаб индастриз,-,TRUE,Веб-сайты
лайв инвест,-,TRUE,Веб-сайты
лайт-инвест,-,TRUE,Веб-сайты
леруа мерлен восток,-,FALSE,Веб-сайты
логос,-,TRUE,Веб-сайты
лукойл,-,TRUE,Веб-сайты
м,-,TRUE,Веб-сайты
м.видео,-,TRUE,Веб-сайты
магнитогорский металлургический комбинат,-,TRUE,Веб-сайты
максмаркет,-,TRUE,Веб-сайты
мвидео,-,TRUE,Веб-сайты
мвм,-,TRUE,Веб-сайты
мегафон,-,TRUE,Веб-сайты
медвежий ручей,-,TRUE,Веб-сайты
международный аэропорт шереметьево,-,TRUE,Веб-сайты
международный фонд частных инвестиций,-,TRUE,Веб-сайты
меркури мода,-,TRUE,Веб-сайты
мероприятие 56. текст тз,-,TRUE,Веб-сайты
металлоинвест,-,FALSE,Веб-сайты
металлоторг,-,TRUE,Веб-сайты
метро кэш энд керри,-,TRUE,Веб-сайты
метровагонмаш,-,TRUE,Веб-сайты
мечел-сервис,-,TRUE,Веб-сайты
мзк экспорт,-,TRUE,Веб-сайты
мираторг,-,TRUE,Веб-сайты
мк интеррос капитал,-,TRUE,Веб-сайты
мк огмент инвестментс лимитед,-,TRUE,Веб-сайты
ммк,-,TRUE,Веб-сайты
монополия,-,TRUE,Веб-сайты
мосводоканал,-,TRUE,Веб-сайты
мосинжпроект,-,TRUE,Веб-сайты
московский кредитный банк,-,TRUE,Веб-сайты
моэк,-,TRUE,Веб-сайты
мрск сибири,-,TRUE,Веб-сайты
мрск урала,-,TRUE,Веб-сайты
мрск центра,-,TRUE,Веб-сайты
мултон партнерс,-,TRUE,Веб-сайты
мумт,-,TRUE,Веб-сайты
мэз юг руси,-,TRUE,Веб-сайты
независимая нефтегазовая компания,-,TRUE,Веб-сайты
нк казмунайгаз,-,TRUE,Веб-сайты
нк нефтиса,-,TRUE,Веб-сайты
нк югранефтепром,-,TRUE,Веб-сайты
новатек,-,TRUE,Веб-сайты
новатэк-юрхаровнефтегаз,-,TRUE,Веб-сайты
новая горная управляющая компания,-,FALSE,Веб-сайты
новикомбанк,-,TRUE,Веб-сайты
новороссийский морской торговый порт,-,TRUE,Веб-сайты
новый ай ти проект,-,TRUE,Веб-сайты
норильский никель,-,TRUE,Веб-сайты
о'кей,-,TRUE,Веб-сайты
о-си-эс-центр,-,TRUE,Веб-сайты
о`кей,-,TRUE,Веб-сайты
оазис,-,TRUE,Веб-сайты
оак,-,TRUE,Веб-сайты
общероссийское_отраслевое_объединение_работодателей_электроэнергетики,-,TRUE,Веб-сайты
объединенная авиастроительная корпорация,-,TRUE,Веб-сайты
объединенная судостроительная корпорация,-,TRUE,Веб-сайты
огк,-,TRUE,Веб-сайты
одк-умпо,-,TRUE,Веб-сайты
озк трейдинг,-,TRUE,Веб-сайты
ойл технолоджис,-,TRUE,Веб-сайты
ок русал,-,TRUE,Веб-сайты
омк,-,TRUE,Веб-сайты
омск карбон,-,TRUE,Веб-сайты
оникс кофе,-,TRUE,Веб-сайты
охк уралхим,-,TRUE,Веб-сайты
пао__россети_московский_регион,-,TRUE,Веб-сайты
пгк,-,TRUE,Веб-сайты
пепсико холдингс,-,TRUE,Веб-сайты
петербургский метрополитен,-,TRUE,Веб-сайты
петрополье,-,TRUE,Веб-сайты
пмбк,-,TRUE,Веб-сайты
полипластик,-,TRUE,Веб-сайты
прииск соловьевский,-,TRUE,Веб-сайты
проктер энд гэмбл дистрибьюторская компания,-,TRUE,Веб-сайты
прометей,-,TRUE,Веб-сайты
промышленно-металлургический холдинг,-,TRUE,Веб-сайты
развитие,-,TRUE,Веб-сайты
разрез колыванский,-,TRUE,Веб-сайты
редль и партнеры,-,TRUE,Веб-сайты
рждстрой,-,TRUE,Веб-сайты
ритэк,-,TRUE,Веб-сайты
рольф,-,TRUE,Веб-сайты
росбанк,-,TRUE,Веб-сайты
россельхозбанк,-,TRUE,Веб-сайты
россети,-,FALSE,Веб-сайты
россети волга,-,TRUE,Веб-сайты
россети сибирь,-,TRUE,Веб-сайты
россети юг,-,TRUE,Веб-сайты
ростех,-,TRUE,Веб-сайты
рсн,-,TRUE,Веб-сайты
рублево-архангельское,-,TRUE,Веб-сайты
русгазбурение,-,TRUE,Веб-сайты
русская медная компания,-,TRUE,Веб-сайты
русский уголь,-,TRUE,Веб-сайты
санкт-петербург,-,TRUE,Веб-сайты
сбер,-,TRUE,Веб-сайты
севернефтегазпром,-,TRUE,Веб-сайты
сетевая компания,-,TRUE,Веб-сайты
сеть гипермаркетов лента,-,FALSE,Веб-сайты
сибантрацит,-,TRUE,Веб-сайты
симбирсофт,-,FALSE,Веб-сайты
синара,-,TRUE,Веб-сайты
система пбо,-,TRUE,Веб-сайты
ситилинк,-,TRUE,Веб-сайты
славнефть,-,TRUE,Веб-сайты
сладкая жизнь н.н,-,TRUE,Веб-сайты
монди слпк,-,TRUE,Веб-сайты
сн капитал,-,TRUE,Веб-сайты
сн-мнг,-,TRUE,Веб-сайты
совкомбанк,-,FALSE,Веб-сайты
совкомфлот,-,TRUE,Веб-сайты
соликамскбумпром,-,TRUE,Веб-сайты
спар миддл волга,-,TRUE,Веб-сайты
спортмастер,-,TRUE,Веб-сайты
стг,-,TRUE,Веб-сайты
стз,-,TRUE,Веб-сайты
стку,-,TRUE,Веб-сайты
стройсервис,-,TRUE,Веб-сайты
строительство и комплектация,-,TRUE,Веб-сайты
сур,-,TRUE,Веб-сайты
сургутнефтегаз,-,FALSE,Веб-сайты
суэк,-,FALSE,Веб-сайты
схк,-,TRUE,Веб-сайты
сэрк,-,TRUE,Веб-сайты
т плюс,-,FALSE,Веб-сайты
т2 мобайл,-,TRUE,Веб-сайты
таиф-нк,-,TRUE,Веб-сайты
тандер,-,TRUE,Веб-сайты
татнефть,-,FALSE,Веб-сайты
татнефть им. в.д. шашина,-,TRUE,Веб-сайты
татэнергосбыт,-,TRUE,Веб-сайты
твз,-,TRUE,Веб-сайты
тгк-14,-,FALSE,Веб-сайты
тгк-2,-,TRUE,Веб-сайты
тд риф,-,TRUE,Веб-сайты
тд черкизово,-,TRUE,Веб-сайты
технополис москва,-,TRUE,Веб-сайты
тинькофф,-,FALSE,Веб-сайты
титан,-,TRUE,Веб-сайты
тк лето,-,TRUE,Веб-сайты
тк мираторг,-,TRUE,Веб-сайты
тк ресурс-юг,-,TRUE,Веб-сайты
тмх,-,TRUE,Веб-сайты
тн-азс-запад,-,TRUE,Веб-сайты
тнс энерго,-,TRUE,Веб-сайты
тнс энерго кубань,-,TRUE,Веб-сайты
тольяттикомпаний азот,-,TRUE,Веб-сайты
томинский гок,-,TRUE,Веб-сайты
томскнефть внк,-,TRUE,Веб-сайты
трансконтейнер,-,TRUE,Веб-сайты
трансмашхолдинг,-,TRUE,Веб-сайты
транснефть,-,FALSE,Веб-сайты
транспортная fesco,-,TRUE,Веб-сайты
траско,-,TRUE,Веб-сайты
трейд-сервис,-,TRUE,Веб-сайты
тс командор,-,TRUE,Веб-сайты
ттк,-,TRUE,Веб-сайты
тулачермет,-,TRUE,Веб-сайты
удмуртнефть им. в.и. кудинова,-,TRUE,Веб-сайты
ук кузбассразрезуголь,-,TRUE,Веб-сайты
упаковочные системы,-,TRUE,Веб-сайты
управляющая компания нкс,-,TRUE,Веб-сайты
уральская горно-металлургическая компания,-,TRUE,Веб-сайты
уральский_электрохимический_комбинат,-,TRUE,Веб-сайты
фав-восточная европа,-,TRUE,Веб-сайты
фармкомплект,-,TRUE,Веб-сайты
федеральная_пассажирская_компания,-,TRUE,Веб-сайты
фирма август,-,TRUE,Веб-сайты
фит,-,TRUE,Веб-сайты
фк пульс,-,TRUE,Веб-сайты
фмсм,-,TRUE,Веб-сайты
фонд ммк,-,FALSE,Веб-сайты
фонкор,-,TRUE,Веб-сайты
форвард,-,TRUE,Веб-сайты
форвард энерго,-,TRUE,Веб-сайты
фск еэс,-,FALSE,Веб-сайты
хавейл мотор мануфэкчуринг рус,-,TRUE,Веб-сайты
хар,-,TRUE,Веб-сайты
хк металлоинвест,-,TRUE,Веб-сайты
холдинговая компания доминанта,-,TRUE,Веб-сайты
цв протек,-,TRUE,Веб-сайты
центр корпоративной медицины,-,TRUE,Веб-сайты
центр-инвест,-,FALSE,Веб-сайты
центральная ппк,-,TRUE,Веб-сайты
цпл,-,TRUE,Веб-сайты
црп,-,TRUE,Веб-сайты
челябинскспецгражданстрой,-,TRUE,Веб-сайты
шереметьево,-,TRUE,Веб-сайты
щёкинокомпаний азот,-,TRUE,Веб-сайты
эго технологии,-,FALSE,Веб-сайты
эдельвейс,-,TRUE,Веб-сайты
эйч энд эн,-,TRUE,Веб-сайты
эйч энд эн трейд,-,TRUE,Веб-сайты
эксельсиор,-,TRUE,Веб-сайты
энел россия,-,FALSE,Веб-сайты
энергосбыт плюс,-,TRUE,Веб-сайты
эсэфай,-,TRUE,Веб-сайты
эталон,-,TRUE,Веб-сайты
этерна,-,TRUE,Веб-сайты
эфирное,-,TRUE,Веб-сайты
югмк,-,TRUE,Веб-сайты
южуралзолото  компаний,-,TRUE,Веб-сайты
юникредит,-,TRUE,Веб-сайты
ютейр,-,TRUE,Веб-сайты
якутская топливно-энергетическая компания,-,TRUE,Веб-сайты
ямал спг,-,TRUE,Веб-сайты
ятэк,-,TRUE,Веб-сайты
ab inbev efes,21,FALSE,Отчёты
ab inbev efes,22,TRUE,Отчёты
ab inbev efes,23,FALSE,Отчёты
ab inbev efes,24,TRUE,Отчёты
becar,21,TRUE,Отчёты
becar,22,TRUE,Отчёты
becar,23,TRUE,Отчёты
becar,24,TRUE,Отчёты
core.xp,21,TRUE,Отчёты
core.xp,22,TRUE,Отчёты
core.xp,23,FALSE,Отчёты
core.xp,24,TRUE,Отчёты
cosmos hotel,21,TRUE,Отчёты
cosmos hotel,22,TRUE,Отчёты
cosmos hotel,23,TRUE,Отчёты
cosmos hotel,24,TRUE,Отчёты
danaflex,21,FALSE,Отчёты
danaflex,22,TRUE,Отчёты
danaflex,23,TRUE,Отчёты
danaflex,24,TRUE,Отчёты
docrobot,21,TRUE,Отчёты
docrobot,22,TRUE,Отчёты
docrobot,23,FALSE,Отчёты
docrobot,24,TRUE,Отчёты
el,21,TRUE,Отчёты
el,22,TRUE,Отчёты
el,23,FALSE,Отчёты
el,24,TRUE,Отчёты
en+,22,FALSE,Отчёты
en+,24,FALSE,Отчёты
fix price,22,FALSE,Отчёты
fix price,23,TRUE,Отчёты
fix price,24,TRUE,Отчёты
fly drone,21,TRUE,Отчёты
fly drone,22,TRUE,Отчёты
fly drone,23,TRUE,Отчёты
fly drone,24,TRUE,Отчёты
global ports,22,FALSE,Отчёты
global ports,24,FALSE,Отчёты
globaltrans,22,FALSE,Отчёты
globaltrans,23,FALSE,Отчёты
globaltrans,24,FALSE,Отчёты
grow food,21,TRUE,Отчёты
grow food,22,TRUE,Отчёты
grow food,23,TRUE,Отчёты
grow food,24,TRUE,Отчёты
highland gold mining,21,TRUE,Отчёты
highland gold mining,22,FALSE,Отчёты
highland gold mining,23,FALSE,Отчёты
highland gold mining,24,FALSE,Отчёты
icl services,21,FALSE,Отчёты
icl services,22,TRUE,Отчёты
icl services,23,TRUE,Отчёты
icl services,24,TRUE,Отчёты
ipsen,21,TRUE,Отчёты
ipsen,23,FALSE,Отчёты
ipsen,24,TRUE,Отчёты
just ai- маинд крафт,21,TRUE,Отчёты
just ai- маинд крафт,22,TRUE,Отчёты
just ai- маинд крафт,23,TRUE,Отчёты
just ai- маинд крафт,24,TRUE,Отчёты
ld pride,21,TRUE,Отчёты
ld pride,22,TRUE,Отчёты
ld pride,23,FALSE,Отчёты
ld pride,24,TRUE,Отчёты
managment company,21,TRUE,Отчёты
managment company,22,TRUE,Отчёты
managment company,23,TRUE,Отчёты
managment company,24,TRUE,Отчёты
melon fashion,21,TRUE,Отчёты
melon fashion,23,FALSE,Отчёты
melon fashion,24,TRUE,Отчёты
metro,21,TRUE,Отчёты
metro,22,TRUE,Отчёты
metro,23,FALSE,Отчёты
metro,24,TRUE,Отчёты
nordest,21,TRUE,Отчёты
nordest,22,TRUE,Отчёты
nordest,23,TRUE,Отчёты
nordest,24,TRUE,Отчёты
nordgold,21,TRUE,Отчёты
nordgold,22,FALSE,Отчёты
nordgold,23,FALSE,Отчёты
nordgold,24,FALSE,Отчёты
o1 properties,21,FALSE,Отчёты
o1 properties,23,FALSE,Отчёты
o1 properties,24,TRUE,Отчёты
positive technologies,21,TRUE,Отчёты
positive technologies,22,FALSE,Отчёты
positive technologies,23,TRUE,Отчёты
positive technologies,24,FALSE,Отчёты
radius,21,FALSE,Отчёты
radius,22,TRUE,Отчёты
radius,23,TRUE,Отчёты
radius,24,TRUE,Отчёты
rbi,21,TRUE,Отчёты
rbi,22,TRUE,Отчёты
rbi,23,TRUE,Отчёты
rbi,24,TRUE,Отчёты
real profit,22,TRUE,Отчёты
rostics,21,TRUE,Отчёты
rostics,22,TRUE,Отчёты
rostics,23,TRUE,Отчёты
rostics,24,TRUE,Отчёты
selectel,21,TRUE,Отчёты
selectel,22,TRUE,Отчёты
selectel,23,FALSE,Отчёты
selectel,24,TRUE,Отчёты
sfi,22,TRUE,Отчёты
sfi,23,TRUE,Отчёты
sfi,24,TRUE,Отчёты
simbirsoft,21,TRUE,Отчёты
simbirsoft,22,TRUE,Отчёты
simbirsoft,23,FALSE,Отчёты
simbirsoft,24,TRUE,Отчёты
vk,22,FALSE,Отчёты
vk,24,FALSE,Отчёты
welcome 24,21,TRUE,Отчёты
welcome 24,22,TRUE,Отчёты
welcome 24,23,FALSE,Отчёты
welcome 24,24,TRUE,Отчёты
whoosh,21,TRUE,Отчёты
whoosh,22,TRUE,Отчёты
whoosh,23,TRUE,Отчёты
whoosh,24,TRUE,Отчёты
woodcraft,21,TRUE,Отчёты
woodcraft,22,TRUE,Отчёты
woodcraft,23,FALSE,Отчёты
woodcraft,24,TRUE,Отчёты
x5,22,FALSE,Отчёты
x5,24,FALSE,Отчёты
а илим,21,TRUE,Отчёты
а илим,22,TRUE,Отчёты
а илим,23,TRUE,Отчёты
а илим,24,TRUE,Отчёты
а компаний пик,21,TRUE,Отчёты
а компаний пик,22,FALSE,Отчёты
а компаний пик,23,FALSE,Отчёты
а компаний пик,24,FALSE,Отчёты
а101,21,TRUE,Отчёты
а101,22,TRUE,Отчёты
а101,23,TRUE,Отчёты
а101,24,TRUE,Отчёты
